station,date,time,skyc1,skyc2,skyc3,skyl1,skyl2,skyl3
UNV,2022-10-21,03:55,CLR,,,,,
UNV,2022-10-21,04:55,CLR,,,,,
UNV,2022-10-21,05:53,CLR,,,,,
UNV,2022-10-21,06:53,CLR,,,,,
UNV,2022-10-21,07:53,CLR,,,,,
UNV,2022-10-21,08:53,CLR,,,,,
UNV,2022-10-21,09:53,CLR,,,,,
UNV,2022-10-21,10:53,CLR,,,,,
UNV,2022-10-21,11:53,CLR,,,,,
UNV,2022-10-21,12:53,CLR,,,,,
UNV,2022-10-21,13:53,CLR,,,,,
UNV,2022-10-21,14:53,CLR,,,,,
UNV,2022-10-21,15:53,CLR,,,,,
UNV,2022-10-21,16:53,CLR,,,,,
UNV,2022-10-21,17:53,CLR,,,,,
UNV,2022-10-21,18:53,CLR,,,,,
UNV,2022-10-21,19:53,CLR,,,,,
UNV,2022-10-21,20:53,CLR,,,,,
UNV,2022-10-21,21:53,CLR,,,,,
UNV,2022-10-21,22:55,SCT,SCT,,7000.00,9500.00,
UNV,2022-10-21,23:55,CLR,,,,,
